ID,Upvotes
366953,223.69333694469086
71864,276.67061489391494
141692,61.188747402935654
316833,47.42504747254302
440445,389.1890501901618
3514,110.0
331420,95.0
406540,160.1447006089458
227379,65.62244745349057
331687,40.0
32784,150.0
470377,75.46499254836206
338103,150.0
29883,620.9459057590994
218228,115.56032564335942
70945,2445.4238923695525
14328,9.887111503171683
259947,92.80780808733438
346378,651.8349769830234
384621,150.0
425418,24.090419335780535
131224,74.0383574078124
365408,9.887111503171683
218626,150.0
331722,4.953238340688397
310969,40.0
307391,314.0449411738114
14072,350.1912230442246
238694,150.0
213841,150.0
165258,142.86701530037644
123606,95.0
214062,53.10369791133488
279450,447.6715626451758
178546,150.0
358455,47.42504747254302
386308,150.0
155592,125.0
200090,19.030901406861698
127308,110.0
449766,144.06139756285526
223688,1840.9574291645397
442443,150.0
451259,428.4585205640454
87024,150.0
207529,199.06992920129693
196568,19.030901406861698
38258,768.1883715796766
387275,150.0
86152,150.0
302142,328.6849697923797
401268,493.9133145541827
307187,150.0
252388,4.953238340688397
844,125.0
105707,53.10369791133488
230309,470.16530609926275
362573,112.97761778090972
173751,139.40167973018387
349049,150.0
310466,125.0
205786,160.1447006089458
208358,13.753244734193782
440214,47.42504747254302
41343,125.0
427741,200.10791865667395
355001,138.00141071206258
137708,110.0
146326,523.8665503300424
220889,110.0
205742,1607.6044054460997
28737,125.0
292474,150.0
349149,150.0
46230,150.0
303160,36.43151230033395
292638,321.340048083209
210116,95.0
55900,150.0
91135,150.0
452177,404.0550684906941
170628,150.0
237099,96.24982907961282
166022,95.0
175687,40.0
392847,150.0
454964,150.0
259259,9.887111503171683
289148,184.0753904729553
311134,47.42504747254302
62551,801.5523585171286
336258,150.0
468049,53.10369791133488
22189,9.887111503171683
264888,112.97761778090972
451615,256.22072115707255
85004,9.887111503171683
375246,99.46509447923134
60204,95.0
126097,150.0
182425,5674.247419732246
449937,85.70953443233125
442637,10621.331465665313
378184,40.122601769729556
357584,360.5817006515239
383054,47.42504747254302
299871,70.0
152764,125.0
22064,9.887111503171683
416791,95.0
440686,120.18546001576115
44537,150.0
80203,70.0
81726,125.0
440068,255.1690191683983
109276,4.953238340688397
120567,150.0
169520,306.30691440241475
84443,150.0
139139,1.2621488712927993
346145,188.96513181166327
75219,150.0
244042,120.18546001576115
6992,110.0
337741,150.0
20091,672.5194263378307
420761,43.85301075364786
101501,150.0
408598,834.1586439347964
306979,150.0
50260,125.0
21088,125.0
462951,150.0
196903,150.0
155361,275.639518036345
51756,70.0
192022,150.0
384071,150.0
173305,668.1782795618914
56449,150.0
172164,40.0
341063,150.0
431990,47.42504747254302
342757,105.35756259509422
335181,150.0
121613,150.0
40216,50.06034190561611
116940,470.16530609926275
351719,150.0
436421,150.0
173164,12.814644521656081
362350,150.0
357892,404.5914269843983
335957,46.194208674594016
192010,150.0
407412,40.0
19359,150.0
82078,208.50517775513882
375709,2008.3830451587278
122137,9.887111503171683
244661,351.66724885376664
434900,501.31041151471607
54220,70.0
425162,160.1447006089458
453118,43.98873500075165
373873,150.0
238415,471.35443541580895
53501,122.81933660059764
67918,40.0
68982,150.0
81980,120.18546001576115
332015,144.06139756285526
171470,150.0
24209,150.0
396455,364.30958843761556
236372,13.21152918667164
29062,295.13314558988793
248733,150.0
43097,150.0
401490,53.10369791133488
181282,85.70953443233125
285264,70.0
386230,150.0
262238,135.91968005562865
226323,19.030901406861698
224589,101.72324328834081
61,150.0
120331,40.0
59519,150.0
263459,556.7283114074512
188774,857.6651610175273
157423,40.0
204323,613.5645669157749
94807,150.0
130112,150.0
298030,319.0048959535598
361994,150.0
242867,120.18546001576115
345301,150.0
404296,150.0
403325,19.030901406861698
78570,75.46499254836206
247119,58.902352642313936
433907,1053.0168450370184
51709,40.0
256743,70.0
132448,96.24982907961282
429148,110.0
384840,150.0
434864,296.6964383439043
317954,139.40167973018387
452061,150.0
85212,125.0
373284,144.06139756285526
284208,338.81071284262345
233976,109.66304968640823
105691,834.7011552484917
375077,159.56432779941446
26720,2.8913948501902573
70683,261.5832167942863
281194,40.122601769729556
390953,321.340048083209
59608,118.02841512002215
341707,95.0
403654,40.122601769729556
209246,120.83320100118965
295413,46.194208674594016
379392,1872.7332510493754
261533,47.42504747254302
130134,125.0
137990,130.30803131707864
413320,208.50517775513882
468459,163.43419952239222
189150,150.0
381154,150.0
373043,4.953238340688397
231677,6197.127368475088
438093,115.56032564335942
443706,96.24982907961282
230906,24.090419335780535
138183,150.0
78231,40.0
70795,40.0
283674,40.122601769729556
144543,40.0
213929,40.0
458437,867.4412790336834
279629,40.122601769729556
284422,150.0
29532,150.0
409963,0.07223473978499002
325099,261.5832167942863
409635,576.9147349688469
18156,40.0
355380,150.0
412081,238.8407685208543
363354,19.030901406861698
354537,652.7217276439353
209720,95.0
150078,47.58632848055494
31479,129.5831081793243
455028,12.814644521656081
104579,611.3274318448487
102986,188.96513181166327
60804,150.0
361348,163.43419952239222
234054,5982.286945113503
212541,150.0
452107,150.0
227926,125.0
340913,501.31041151471607
316690,306.30691440241475
223984,95.0
193558,950.5131369583294
155138,409.90837531739
36080,110.0
355444,115.56032564335942
310281,53.10369791133488
79606,98.14654783297743
16325,782.9455727257031
460657,354.62860149588647
159813,53.10369791133488
390567,58.902352642313936
340325,150.0
85871,95.0
360723,6730.423080948921
200645,150.0
180440,288.00198138449997
9158,115.56032564335942
295966,530.1623464526095
131958,119.76773666979716
168051,163.46911829244576
246426,135.91968005562865
195598,110.0
6177,70.0
10574,150.0
181076,12.814644521656081
170742,95.0
123659,22.355319090361657
333658,138.00141071206258
293962,19.030901406861698
423136,211.11884840954335
90343,203.70642580980268
32867,79.20086935737892
143820,120.81046259152492
16783,129.92236971781327
286877,351.4073371416077
422113,150.0
42145,276.67061489391494
377322,150.0
232647,150.0
320851,85.70953443233125
74336,483.9373631902799
121520,96.24982907961282
46307,150.0
137345,46.194208674594016
426975,40.0
126697,150.0
188080,70.0
399469,75.46499254836206
132942,117.48535631716715
199602,389.1890501901618
335704,112.97761778090972
20602,150.0
458202,502.77300122827467
74016,40.122601769729556
374627,445.707420121567
169941,57.497657933540054
267769,192.731513744928
108489,150.0
51782,150.0
160092,46.194208674594016
